link,full_name,year,mileage_km,gear_type,fuel_type,price,dateAdd
www.autobazar.eu/ford-focus-18-tdci-champion-id10071791.html,Ford Focus 1.8 TDCi Champion,2005,160 000 km,Manuál,Diesel,"1 990 € 

						prihlásenie znamená dodatočné náklady vo výške cca. 300 až 500 €",06.09.2022
www.autobazar.eu/ford-focus-kombi-18-tddi-id21378027.html,Ford Focus Kombi 1.8 TDDi,2004,195 718 km,Manuál,Diesel,1 997 €,12.09.2022
www.autobazar.eu/ford-fusion-125-id20607250.html,Ford Fusion 1.25,2007,160 249 km,Manuál,Benzín,1 997 €,12.09.2022
www.autobazar.eu/ford-puma-17-id21365407.html,Ford Puma 1.7,2000,87 326 km,Manuál,Benzín,"49 000 Kč 
1 997 €",06.09.2022
www.autobazar.eu/ford-fusion-14-i-cr-id21238152.html,Ford Fusion 1.4 i CR,2008,166 365 km,Manuál,Benzín,"49 000 Kč 
s DPH (Možný odpočet DPH)
1 997 €",08.09.2022
www.autobazar.eu/ford-fusion-14-tdci-comfort-id21383626.html,Ford Fusion 1.4 TDCi Comfort,2007,248 000 km,Manuál,Diesel,1 999 €,12.09.2022
www.autobazar.eu/ford-fusion-14-po-stk-klima-aaaid21267761.html,"Ford Fusion 1.4, po STK, Klima",2004,174 219 km,Manuál,Benzín,2 000 €,31.08.2022
www.autobazar.eu/ford-fiesta-13-i-sr.1maj-po-stk-aaaid21353497.html,"Ford Fiesta 1.3 i, SR,1.maj, po STK",2002,130 536 km,Manuál,Benzín,2 000 €,31.08.2022
www.autobazar.eu/ford-mondeo-combi-18-tdci-trend-id21332053.html,Ford Mondeo Combi 1.8 TDCi Trend,2008,247 000 km,Manuál,Diesel,2 000 €,18.08.2022
www.autobazar.eu/ford-fiesta-125-id21358106.html,Ford Fiesta 1.25,2005,110 000 km,Manuál,Benzín,2 000 €,31.08.2022
www.autobazar.eu/ford-focus-kombi-16-zetec-se-comfort-id21373426.html,Ford Focus Kombi 1.6 Zetec SE Comfort,2005,230 000 km,Manuál,Benzín,2 000 €,07.09.2022
www.autobazar.eu/ford-focus-combi-16-16v16-16v-po-stk-klima-aaaid21349842.html,"Ford Focus Combi 1.6 16V1.6 16V, po STK, Klima",2005,256 096 km,Manuál,Benzín,2 000 €,07.09.2022
www.autobazar.eu/ford-fiesta-14-tdci-duratorq-comfort-id21385266.html,Ford Fiesta 1.4 TDCi Duratorq Comfort,2008,176 750 km,Manuál,Diesel,2 000 €,11.09.2022
www.autobazar.eu/ford-galaxy-19-tdi-ghia-pd-id21326179.html,Ford Galaxy 1.9 TDi Ghia PD,2006,406 000 km,Manuál,Diesel,2 000 €,17.08.2022
www.autobazar.eu/ford-mondeo-18-16v-sr.1maj-servkniha-aaaid21335919.html,"Ford Mondeo 1.8 16V, SR,1.maj, Serv.kniha",2006,218 887 km,Manuál,Benzín,"2 000 € 
s DPH (Možný odpočet DPH)",10.09.2022
www.autobazar.eu/ford-focus-16-ti-vct-id20936060.html,Ford Focus 1.6 Ti-VCT,2005,158 653 km,Manuál,Benzín,2 028 €,12.09.2022
www.autobazar.eu/ford-c-max-18-16v-id21204031.html,Ford C-MAX 1.8 16V,2007,226 923 km,Manuál,Benzín,2 028 €,12.09.2022
www.autobazar.eu/ford-mondeo-20-tdci-ghia-id21201566.html,Ford Mondeo 2.0 TDCi Ghia,2007,188 009 km,Manuál,Diesel,2 028 €,12.09.2022
www.autobazar.eu/ford-fusion-14i-id21192165.html,Ford Fusion 1.4i,2007,147 760 km,Manuál,Benzín,2 028 €,12.09.2022
www.autobazar.eu/ford-focus-16-id21368333.html,Ford Focus 1.6,2007,257 899 km,Manuál,Diesel,"49 900 Kč 
2 034 €",08.09.2022
www.autobazar.eu/ford-fusion-14-i-id21319184.html,Ford Fusion 1.4 i,2006,237 000 km,Manuál,Benzín,"49 900 Kč 
2 034 €",08.09.2022
www.autobazar.eu/ford-focus-16-id18848581.html,Ford Focus 1.6,2011,320 000 km,Manuál,Diesel,"49 900 Kč 
2 034 €",12.09.2022
www.autobazar.eu/ford-focus-18-id20620197.html,Ford Focus 1.8,2003,207 995 km,Manuál,Diesel,"49 999 Kč 
2 038 €",08.09.2022
www.autobazar.eu/ford-focus-combi-16-id20314824.html,Ford Focus Combi 1.6,2009,326 000 km,Manuál,Benzín,"49 999 Kč 
2 038 €",24.08.2022
www.autobazar.eu/ford-transit-connect-18-id21193947.html,Ford Transit Connect 1.8,2004,323 000 km,Manuál,Diesel,"50 000 Kč 
2 038 €",07.09.2022
www.autobazar.eu/ford-fiesta-13i-id21341441.html,Ford Fiesta 1.3i,2007,120 275 km,Manuál,Benzín,2 038 €,12.09.2022
www.autobazar.eu/ford-fiesta-13i-id21341421.html,Ford Fiesta 1.3i,2007,96 630 km,Manuál,Benzín,2 038 €,12.09.2022
www.autobazar.eu/ford-mondeo-combi-20-tdci-trend-id21149236.html,Ford Mondeo Combi 2.0 TDCi Trend,2006,267 229 km,Manuál,Diesel,2 050 €,09.09.2022
www.autobazar.eu/ford-fiesta-13-i3-i-cr.1maj-po-stk-klima-aaaid21347476.html,"Ford Fiesta 1.3 i.3 i, ČR,1.maj, po STK, Klima",2006,75 237 km,Manuál,Benzín,2 100 €,26.08.2022
www.autobazar.eu/ford-c-max-20-tdcighia-20-tdci-ekozaplacen-aaaid21269603.html,"Ford C-Max 2.0 TDCiGhia 2.0 TDCi, Eko.zaplacen",2008,336 731 km,Manuál,Diesel,2 100 €,29.08.2022
www.autobazar.eu/ford-c-max-16-tdci16-tdci-nova-stk-tazne-aaaid21271828.html,"Ford C-Max 1.6 TDCi1.6 TDCi, nová STK, Tažné",2006,192 941 km,Manuál,Diesel,2 100 €,29.07.2022
www.autobazar.eu/ford-fiesta-13-i13-i-nova-stk-klima-aaaid21370311.html,"Ford Fiesta 1.3 i1.3 i, nová STK, Klima",2005,183 364 km,Manuál,Benzín,2 100 €,10.09.2022
www.autobazar.eu/ford-focus-c45max-18-tdci-ambiente-id21357359.html,Ford Focus C-Max 1.8 TDCi Ambiente,2007,318 000 km,Manuál,Diesel,"2 100 €
Pokračovanie leasingu",10.09.2022
www.autobazar.eu/ford-focus-16-id21203650.html,Ford Focus 1.6,2005,193 365 km,Manuál,Benzín,2 109 €,12.09.2022
www.autobazar.eu/ford-mondeo-20tdi-id21203632.html,Ford Mondeo 2.0TDi,2007,284 752 km,Manuál,Diesel,2 109 €,12.09.2022
www.autobazar.eu/ford-focus-16-i-trend-id21201617.html,Ford Focus 1.6 i Trend,2006,154 915 km,Manuál,Benzín,2 150 €,12.09.2022
www.autobazar.eu/ford-focus-18-tdci-ghia-id8849603.html,Ford Focus 1.8 TDCi Ghia,2003,178 000 km,Manuál,Diesel,"2 190 € 

						prihlásenie znamená dodatočné náklady vo výške cca. 300 až 500 €",06.09.2022
www.autobazar.eu/ford-focus-16-vct-trend-id21374937.html,Ford Focus 1.6 VCT Trend,2006,256 941 km,Manuál,Benzín,2 190 €,06.09.2022
www.autobazar.eu/ford-fusion-1414-nova-stk-klima-servo-aaaid21272931.html,"Ford Fusion 1.41.4, nová STK, Klima, Servo",2007,217 596 km,Manuál,Benzín,2 200 €,29.07.2022
www.autobazar.eu/ford-focus-combi-18-tdci-id21335037.html,Ford Focus Combi 1.8 TDCI,2007,220 000 km,Manuál,Diesel,2 200 €,20.08.2022
www.autobazar.eu/ford-focus-combi-16-tdci-duratorq-ghia-id21353673.html,Ford Focus Combi 1.6 TDCi Duratorq GHIA,2010,356 000 km,Manuál,Diesel,2 200 €,29.08.2022
www.autobazar.eu/ford-c-max-combi-74kw-manual-id21320585.html,Ford C-Max Combi 74kw Manuál,2006,235 000 km,Manuál,Benzín,2 200 €,30.08.2022
www.autobazar.eu/ford-focus-c45max-id21363591.html,Ford Focus C-Max,2004,257 600 km,Manuál,Diesel,2 200 €,02.09.2022
www.autobazar.eu/ford-focus-18-tddi-comfort-id21352246.html,Ford Focus 1.8 TDdi Comfort,2005,129 000 km,Manuál,Diesel,2 200 €,09.09.2022
www.autobazar.eu/ford-focus-combi-16-id21131433.html,Ford Focus Combi 1.6,2001,124 100 km,Manuál,Benzín,"54 000 Kč 
2 201 €",08.09.2022
www.autobazar.eu/ford-focus-combi-14-id21221693.html,Ford Focus Combi 1.4,2005,188 317 km,Manuál,Benzín,"54 000 Kč 
2 201 €",02.09.2022
www.autobazar.eu/ford-fiesta-1.4-i-59kw-klima-id20962885.html,"Ford Fiesta 1,4 i 59kW Klima",2008,138 300 km,Manuál,Benzín,2 223 €,12.09.2022
www.autobazar.eu/ford-fiesta-12-id19454265.html,Ford Fiesta 1.2,2007,174 560 km,Manuál,Benzín,"54 900 Kč 
2 238 €",02.09.2022
www.autobazar.eu/ford-focus-kombi-18i-id21171704.html,Ford Focus Kombi 1.8i,2007,176 048 km,Manuál,Benzín,2 242 €,12.09.2022
www.autobazar.eu/ford-focus-kombi-16-tdci-id21167045.html,Ford Focus Kombi 1.6 TDCi,2007,206 424 km,Manuál,Diesel,2 242 €,12.09.2022
www.autobazar.eu/ford-fusion-16-id21234447.html,Ford Fusion 1.6,2003,187 360 km,Manuál,Benzín,"55 777 Kč 
s DPH (Možný odpočet DPH)
2 273 €",08.09.2022
www.autobazar.eu/ford-focus-16-dpf-id17317607.html,Ford Focus 1.6 DPF,2005,184 500 km,Manuál,Diesel,"56 000 Kč 
2 282 €",17.08.2022
www.autobazar.eu/ford-mondeo-20-id10167574.html,Ford Mondeo 2.0,2001,254 593 km,Manuál,Benzín,"56 000 Kč 
2 282 €",03.03.2022
www.autobazar.eu/ford-mondeo-20-centennial-id21344114.html,Ford Mondeo 2.0 Centennial,2003,312 500 km,Manuál,Benzín,2 290 €,08.09.2022
www.autobazar.eu/ford-fiesta-13i-comfort-id19036057.html,Ford Fiesta 1.3i Comfort,2005,156 103 km,Manuál,Benzín,2 290 €,12.09.2022
www.autobazar.eu/ford-focus-18-tdci-ghia-id21357715.html,Ford Focus 1.8 TDCi Ghia,2007,320 000 km,Manuál,Diesel,2 290 €,31.08.2022
www.autobazar.eu/ford-fiesta-14-tdci-comfort-id20936507.html,Ford Fiesta 1.4 TDCi Comfort,2002,160 513 km,Manuál,Diesel,2 290 €,12.09.2022
www.autobazar.eu/ford-fusion-14-tdci-id21364018.html,Ford Fusion 1.4 TDCI,2009,200 215 km,Manuál,Diesel,2 299 €,08.09.2022
www.autobazar.eu/ford-focus-kombi-16tdci-sk-spz-akcia-12-mesacna-zaruka-id18313364.html,Ford Focus Kombi 1.6TDCI SK ŠPZ !!!AKCIA 12 mesačná záruka!!!,2009,178 670 km,Manuál,Diesel,2 299 €,12.09.2022
www.autobazar.eu/ford-focus-kombi-16-tdci-ghia-a-t-id11477927.html,Ford Focus Kombi 1.6 TDCi Ghia A/T,2007,162 000 km,Manuál,Diesel,2 300 €,19.06.2022
www.autobazar.eu/ford-fiesta-13-i-servkniha-nova-stk-klima-aaaid21249886.html,"Ford Fiesta 1.3 i, Serv.kniha, nová STK, Klima",2007,100 649 km,Manuál,Benzín,2 300 €,10.08.2022
www.autobazar.eu/ford-focus-16-tdci16-tdci-po-stk-klima-aaaid21272048.html,"Ford Focus 1.6 TDCi1.6 TDCi, po STK, Klima",2005,264 882 km,Manuál,Diesel,2 300 €,31.08.2022
www.autobazar.eu/ford-fiesta-14-tdci-duratorq-comfort-id21143986.html,Ford Fiesta 1.4 TDCi Duratorq Comfort,2008,176 700 km,Manuál,Diesel,2 300 €,23.08.2022
www.autobazar.eu/ford-focus-combi-16-tdci16-tdci-po-stk-klima-aaaid21219147.html,"Ford Focus Combi 1.6 TDCi1.6 TDCi, po STK, Klima",2008,266 178 km,Manuál,Diesel,2 300 €,31.08.2022
www.autobazar.eu/ford-c-max-16-tdci-po-stk-aaaid21369404.html,"Ford C-Max 1.6 TDCi, po STK",2006,261 292 km,Manuál,Diesel,2 300 €,04.09.2022
www.autobazar.eu/ford-c-max-18-sr.2maj-po-stk-klima-aaaid21369476.html,"Ford C-Max 1.8, SR,2.maj, po STK, Klima",2007,192 602 km,Manuál,Benzín,2 300 €,04.09.2022
www.autobazar.eu/ford-fiesta-13-i13-i-po-stk-klima-aaaid21370262.html,"Ford Fiesta 1.3 i1.3 i, po STK, Klima",2005,136 286 km,Manuál,Benzín,2 300 €,05.09.2022
www.autobazar.eu/ford-fiesta-id20882095.html,Ford Fiesta,2011,120 000 km,Manuál,Diesel,2 300 €,15.08.2022
www.autobazar.eu/ford-focus-c-max-16-tdci-trend-id21284562.html,Ford Focus C-Max 1.6 TDCi Trend,2004,290 213 km,Manuál,Diesel,2 300 €,18.08.2022
www.autobazar.eu/ford-c-max-16-duratec-16v-ambiente-id21228381.html,Ford C-Max 1.6 Duratec 16V Ambiente,2007,219 917 km,Manuál,Benzín,2 300 €,30.08.2022
www.autobazar.eu/predam-ford-fiesta-125-55kw-2006-id21381950.html,Predám Ford FIESTA 1.25 55Kw 2006,2006,89 000 km,Manuál,Benzín,2 300 €,09.09.2022
www.autobazar.eu/ford-sierra-20-benzin-147kw-id11633298.html,Ford Sierra 2.0 benzín. 147kw,1992,10 km,Manuál,Benzín,2 300 €,09.09.2022
www.autobazar.eu/ford-fiesta-13i-id20711908.html,Ford Fiesta 1.3i,2006,175 961 km,Manuál,Benzín,2 323 €,12.09.2022
www.autobazar.eu/ford-focus-16-16v-id20853605.html,Ford Focus 1.6 16V,2003,110 781 km,Manuál,Benzín,2 335 €,12.09.2022
www.autobazar.eu/ford-focus-combi-16-i-id20979546.html,Ford Focus Combi 1.6 i,2007,221 000 km,Manuál,Benzín,"57 777 Kč 
2 355 €",13.05.2022
www.autobazar.eu/ford-fusion-14-i-trend-id21225151.html,Ford Fusion 1.4 i Trend,2002,177 836 km,Manuál,Benzín,"58 000 Kč 
2 364 €",08.09.2022
www.autobazar.eu/ford-focus-combi-18-id20737722.html,Ford Focus Combi 1.8,2007,171 000 km,Manuál,Benzín,"58 000 Kč 
2 364 €",06.09.2022
www.autobazar.eu/ford-fusion-14l-16v-id21095532.html,Ford Fusion 1.4l 16V,2007,185 000 km,Manuál,Benzín,2 390 €,09.09.2022
www.autobazar.eu/ford-c-max-18-tdci-ghia-id21268195.html,Ford C-MAX 1.8 TDCi Ghia,2008,234 944 km,Manuál,Diesel,2 393 €,12.09.2022
www.autobazar.eu/ford-focus-kombi-16-zetec-se-trend-id19075550.html,Ford Focus Kombi 1.6 Zetec SE Trend,2005,166 020 km,Manuál,Benzín,"2 399 € 

						prihlásenie znamená dodatočné náklady vo výške cca. 300 až 500 €",10.09.2022
www.autobazar.eu/ford-focus-combi-18-tdci-trend-id21371713.html,Ford Focus Combi 1.8 TDCi Trend,2005,240 000 km,Manuál,Diesel,2 399 €,05.09.2022
www.autobazar.eu/ford-focus-id20825571.html,Ford Focus,2010,460 765 km,Manuál,Diesel,2 399 €,12.09.2022
www.autobazar.eu/ford-focus-18-tdci-ghia-id21325897.html,Ford Focus 1.8 TDCi Ghia,2008,338 262 km,Manuál,Diesel,2 400 €,16.08.2022
www.autobazar.eu/ford-mondeo-18-16v-sr.2maj-po-stk-aaaid21369974.html,"Ford Mondeo 1.8 16V, SR,2.maj, po STK",2003,166 440 km,Manuál,Benzín,2 400 €,05.09.2022
www.autobazar.eu/ford-galaxy-19-tdi-trend-id21367962.html,Ford Galaxy 1.9 TDi Trend,2002,310 000 km,Manuál,Diesel,2 400 €,03.09.2022
www.autobazar.eu/ford-focus-18-tdci-duratorq-trend-id21355329.html,Ford Focus 1.8 TDCI Duratorq Trend,2009,280 000 km,Manuál,Diesel,2 400 €,30.08.2022
www.autobazar.eu/ford-fusion-14-tdci-servkniha-po-stk-aaaid21250270.html,"Ford Fusion 1.4 TDCi, Serv.kniha, po STK",2008,180 991 km,Manuál,Diesel,2 400 €,10.09.2022
www.autobazar.eu/ford-fiesta-12-id2018271.html,Ford Fiesta 1.2,2002,78 500 km,Manuál,Benzín,"59 000 Kč 
2 405 €",05.01.2018
www.autobazar.eu/ford-fusion-14-i-cr-id21290219.html,Ford Fusion 1.4 i CR,2008,198 000 km,Manuál,Benzín,"59 000 Kč 
2 405 €",08.09.2022
www.autobazar.eu/ford-tourneo-connect-18-id17537553.html,Ford Tourneo Connect 1.8,2004,190 888 km,Manuál,Benzín,"59 000 Kč 
2 405 €",03.03.2022
www.autobazar.eu/ford-focus-combi-18-id16880128.html,Ford Focus Combi 1.8,2007,168 352 km,Manuál,Diesel,"59 000 Kč 
2 405 €",07.09.2022
www.autobazar.eu/ford-focus-16i-id21119358.html,Ford Focus 1.6i,2006,123 178 km,Manuál,Benzín,2 434 €,12.09.2022
www.autobazar.eu/ford-c-max-1.8-i-92kw-ghia-autklima-id21339064.html,"Ford C-MAX 1,8 i 92kW Ghia Aut.klima",2005,232 900 km,Manuál,Benzín,2 436 €,12.09.2022
www.autobazar.eu/ford-mondeo-1.6-i-92kw-aut-klima-navigace-id21293871.html,"Ford Mondeo 1,6 i 92kW Aut. Klima Navigace",2007,274 000 km,Manuál,Benzín,2 437 €,12.09.2022
www.autobazar.eu/ford-mondeo-combi-20-id20737725.html,Ford Mondeo Combi 2.0,2010,400 000 km,Manuál,Diesel,"59 900 Kč 
2 441 €",08.09.2022
www.autobazar.eu/ford-street-ka-16-id21375507.html,Ford Street Ka 1.6,2004,134 538 km,Manuál,Benzín,"59 900 Kč 
2 441 €",08.09.2022
www.autobazar.eu/ford-fusion-14-i-id21365257.html,Ford Fusion 1.4 i,2005,189 000 km,Manuál,Benzín,"59 900 Kč 
2 441 €",08.09.2022
www.autobazar.eu/ford-fusion-16-tdci-id21234722.html,Ford Fusion 1.6 TDCi,2008,213 300 km,Manuál,Diesel,"59 900 Kč 
2 441 €",08.09.2022
www.autobazar.eu/ford-focus-combi-18-tdci-ambiente-id19477507.html,Ford Focus Combi 1.8 TDCi Ambiente,2006,127 000 km,Manuál,Diesel,"59 980 Kč 
2 445 €",23.08.2022
www.autobazar.eu/ford-mondeo-20i-id21190099.html,Ford Mondeo 2.0i,2002,156 211 km,Manuál,Benzín,2 445 €,12.09.2022
www.autobazar.eu/ford-focus-kombi-16tdci-id21031230.html,Ford Focus Kombi 1.6TDCi,2008,297 165 km,Manuál,Diesel,2 445 €,12.09.2022
www.autobazar.eu/ford-fiesta-14-id21377944.html,Ford Fiesta 1.4,2007,63 725 km,Manuál,Diesel,"59 999 Kč 
2 445 €",08.09.2022
www.autobazar.eu/ford-fusion-14-id21317987.html,Ford Fusion 1.4,2007,152 551 km,Manuál,Benzín,"59 999 Kč 
2 445 €",08.09.2022
www.autobazar.eu/ford-focus-16-i-cr-2-x-id21318766.html,Ford Focus 1.6 i CR 2 X,2007,213 000 km,Manuál,Benzín,"60 000 Kč 
2 445 €",08.09.2022
www.autobazar.eu/ford-fiesta-13i-id20733310.html,Ford Fiesta 1.3i,2005,133 130 km,Manuál,Benzín,2 458 €,12.09.2022
www.autobazar.eu/ford-focus-1.6-id20067794.html,"Ford Focus 1,6",2002,171 425 km,Manuál,Benzín,2 486 €,12.09.2022
www.autobazar.eu/ford-focus-18-tdci-ghia-id15688475.html,Ford Focus 1.8 TDCi Ghia,2003,199 972 km,Manuál,Diesel,2 490 €,01.09.2022
www.autobazar.eu/ford-fusion-id21378683.html,Ford Fusion,2007,232 223 km,Automat,Diesel,2 490 €,12.09.2022
www.autobazar.eu/ford-focus-16-vct-champion-ghia-id20934999.html,Ford Focus 1.6 VCT Champion Ghia,2006,155 581 km,Manuál,Benzín,2 490 €,19.08.2022
www.autobazar.eu/ford-focus-combi-combi-92kw-manual-id21365521.html,Ford Focus Combi Combi 92kw Manuál,2007,187 500 km,Manuál,Benzín,2 499 €,10.09.2022
www.autobazar.eu/ford-focus-16-16v16-16v-lpg-servkniha-aaaid21253416.html,"Ford Focus 1.6 16V1.6 16V, LPG, Serv.kniha",2008,234 847 km,Manuál,Benzín+Plyn,2 500 €,17.08.2022
www.autobazar.eu/ford-focus-combi-16-16v16-16v-cr.2maj-nova-stk-aaaid21334596.html,"Ford Focus Combi 1.6 16V1.6 16V, ČR,2.maj, nová STK",2007,193 737 km,Manuál,Benzín,2 500 €,20.08.2022
www.autobazar.eu/ford-mondeo-combi-20-tdci20-tdci-nova-stk-klima-aaaid21338898.html,"Ford Mondeo Combi 2.0 TDCi2.0 TDCi, nová STK, Klima",2005,251 072 km,Manuál,Diesel,2 500 €,22.08.2022
www.autobazar.eu/ford-s-max-20-tdci-7miest-servkniha-po-stk-aaaid21341152.html,"Ford S-Max 2.0 TDCi, 7 Miest, Serv.kniha, po STK",2007,296 571 km,Manuál,Diesel,2 500 €,23.08.2022
www.autobazar.eu/ford-focus-combi-16-16v16-16v-servkniha-po-stk-aaaid21332777.html,"Ford Focus Combi 1.6 16V1.6 16V, Serv.kniha, po STK",2005,212 035 km,Manuál,Benzín,2 500 €,04.09.2022
www.autobazar.eu/ford-c-max-16-tdci-dpf-115k-champion-x-id21333234.html,Ford C-Max 1.6 TDCi DPF 115k Champion X,2013,494 000 km,Manuál,Diesel,2 500 €,05.09.2022
www.autobazar.eu/ford-mondeo-combi-20-tdci20-tdci-nova-stk-klima-aaaid21379507.html,"Ford Mondeo Combi 2.0 TDCi2.0 TDCi, nová STK, Klima",2005,209 931 km,Manuál,Diesel,2 500 €,08.09.2022
www.autobazar.eu/ford-maverick-combi-149kw-automat-id21369104.html,Ford Maverick Combi 149kw Automat,2002,214 000 km,Automat,Benzín+Plyn,2 500 €,04.09.2022
www.autobazar.eu/ford-focus-14-16v14-16v-cr.2maj-servkniha-aaaid21351363.html,"Ford Focus 1.4 16V1.4 16V, ČR,2.maj, Serv.kniha",2006,172 830 km,Manuál,Benzín,2 500 €,28.08.2022
www.autobazar.eu/ford-focus-16-tdci16-tdci-cr.2maj-po-stk-aaaid21358312.html,"Ford Focus 1.6 TDCi1.6 TDCi, ČR,2.maj, po STK",2005,189 122 km,Manuál,Diesel,2 500 €,31.08.2022
www.autobazar.eu/ford-focus-combi-16-16v16-16v-tazne-klima-aaaid21351461.html,"Ford Focus Combi 1.6 16V1.6 16V, Tažné, Klima",2006,157 195 km,Manuál,Benzín,2 500 €,01.09.2022
www.autobazar.eu/ford-fiesta-14-16v-servkniha-po-stk-klima-aaaid21350626.html,"Ford Fiesta 1.4 16V, Serv.kniha, po STK, Klima",2008,120 386 km,Manuál,Benzín,2 500 €,10.09.2022
www.autobazar.eu/ford-mondeo-20-tdci-ghia-id21332088.html,Ford Mondeo 2.0 TDCi Ghia,2003,293 000 km,Manuál,Diesel,2 500 €,18.08.2022
www.autobazar.eu/ford-transit-van-300-l-22-tdci-id21360738.html,Ford Transit Van 300 L 2.2 TDCi,2007,590 764 km,Manuál,Diesel,"2 500 € 
s DPH (Možný odpočet DPH)",01.09.2022
www.autobazar.eu/ford-focus-kombi-16-tdci-id21229163.html,Ford Focus Kombi 1.6 TDCi,2007,286 232 km,Manuál,Diesel,2 527 €,12.09.2022
www.autobazar.eu/ford-mondeo-18-125-k-storm-id21325826.html,Ford Mondeo 1.8 (125 k) Storm,2004,105 851 km,Manuál,Benzín,2 550 €,07.09.2022
www.autobazar.eu/ford-ka-12-duratec-ambiente-id20828145.html,Ford Ka 1.2 Duratec Ambiente,2011,150 000 km,Manuál,Benzín,2 550 €,11.09.2022
www.autobazar.eu/ford-street-ka-16i-base-id21147910.html,Ford Street Ka 1.6i Base,2005,128 200 km,Manuál,Benzín,2 590 €,24.06.2022
www.autobazar.eu/ford-fiesta-125-i-klima-aaaid21250409.html,"Ford Fiesta 1.25 i, Klíma",2008,112 095 km,Manuál,Benzín,2 600 €,25.07.2022
www.autobazar.eu/ford-focus-combi-16-tdci-sr.1maj-servkniha-aaaid21336826.html,"Ford Focus Combi 1.6 TDCi, SR,1.maj, Serv.kniha",2007,154 318 km,Manuál,Diesel,2 600 €,21.08.2022
www.autobazar.eu/ford-fusion-14-tdci-sr.1maj-aaaid21256413.html,"Ford Fusion 1.4 TDCi, SR,1.maj",2008,164 961 km,Manuál,Diesel,2 600 €,31.08.2022
www.autobazar.eu/ford-focus-kombi-id21340981.html,Ford Focus Kombi,2007,246 978 km,Manuál,Diesel,2 600 €,05.09.2022
www.autobazar.eu/ford-c-max-20-tdci-r2005-id21382044.html,Ford C-Max 2.0 TDCi  r.2005,2005,255 855 km,Manuál,Diesel,2 600 €,09.09.2022
www.autobazar.eu/ford-focus-16-16v16-16v-tazne-aaaid21274577.html,"Ford Focus 1.6 16V1.6 16V, Tažné",2006,141 858 km,Manuál,Benzín,2 600 €,10.09.2022
www.autobazar.eu/ford-mondeo-18-sci-id21106121.html,Ford Mondeo 1.8 SCi,2006,142 296 km,Manuál,Benzín,2 608 €,12.09.2022
www.autobazar.eu/ford-focus-kombi-16-tdci-id21378036.html,Ford Focus Kombi 1.6 TDCi,2010,216 478 km,Manuál,Diesel,2 608 €,12.09.2022
www.autobazar.eu/ford-fusion-12-id17888311.html,Ford Fusion 1.2,2006,187 251 km,Manuál,Benzín,"64 000 Kč 
2 608 €",08.09.2022
www.autobazar.eu/ford-focus-kombi-16tdci-id20777917.html,Ford Focus Kombi 1.6TDCi,2006,222 090 km,Manuál,Diesel,2 634 €,12.09.2022
www.autobazar.eu/ford-mondeo-combi-20tdci-id21291989.html,Ford Mondeo Combi 2.0TDCi,2003,174 000 km,Manuál,Diesel,2 636 €,12.09.2022
www.autobazar.eu/ford-transit-connect-18-id21205736.html,Ford Transit Connect 1.8,2007,232 001 km,Manuál,Diesel,"64 900 Kč 
2 645 €",02.09.2022
www.autobazar.eu/ford-fusion-14-i-id21316267.html,Ford Fusion 1.4 i,2007,187 595 km,Manuál,Benzín,"64 900 Kč 
2 645 €",08.09.2022
www.autobazar.eu/ford-fiesta-14-id20784616.html,Ford Fiesta 1.4,2007,164 522 km,Manuál,Benzín,"64 900 Kč 
2 645 €",08.09.2022
www.autobazar.eu/ford-focus-18-tdci-id20608001.html,Ford Focus 1.8 TDCi,2003,190 129 km,Manuál,Diesel,2 649 €,12.09.2022
www.autobazar.eu/ford-mondeo-combi-20-tdci-id20067719.html,Ford Mondeo Combi 2.0 TDCi,2005,205 655 km,Manuál,Diesel,2 649 €,12.09.2022
www.autobazar.eu/ford-focus-16i-id21285936.html,Ford Focus 1.6i,2007,226 446 km,Manuál,Benzín,2 649 €,12.09.2022
www.autobazar.eu/ford-fusion-14i-id20815158.html,Ford Fusion 1.4i,2004,110 025 km,Manuál,Benzín,2 649 €,12.09.2022
www.autobazar.eu/ford-fusion-14-16v-id21167050.html,Ford Fusion 1.4 16V,2005,143 791 km,Manuál,Benzín,2 649 €,12.09.2022
www.autobazar.eu/ford-fiesta-14i-id21126324.html,Ford Fiesta 1.4i,2007,123 135 km,Manuál,Benzín,2 649 €,12.09.2022
www.autobazar.eu/ford-c-max-16-id21193942.html,Ford C-Max 1.6,2004,187 253 km,Manuál,Diesel,"64 999 Kč 
2 649 €",08.09.2022
www.autobazar.eu/ford-focus-16-tdci-sport-id11850263.html,Ford Focus 1.6 TDCi Sport,2007,154 000 km,Manuál,Diesel,"65 000 Kč 
2 649 €",25.02.2019
www.autobazar.eu/ford-focus-16-tdci-sport-id11850263.html,Ford Focus 1.6 TDCi Sport,2007,154 000 km,Manuál,Diesel,"65 000 Kč 
2 649 €",25.02.2019
www.autobazar.eu/ford-focus-20-i-16v-trend-id3776134.html,Ford Focus 2.0 i 16V Trend,1999,113 680 km,Manuál,Benzín,"65 000 Kč 
2 649 €",03.03.2022
www.autobazar.eu/ford-focus-combi-18-16v-ghia-id21327632.html,Ford Focus Combi 1.8 16V Ghia,2006,247 000 km,Manuál,Benzín,"65 000 Kč 
2 649 €",08.09.2022
